,School,Nearest Hospital,Hopsital Address,Distance (miles)
1425,Sunbury Downs Secondary College,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,2.49
1426,Forest Hill College,Forest Hill Dialysis Clinic,69 Mahoneys Road Whitehorse VIC 3131,0.86
1427,Patterson River Secondary College,Chelsea Heights Day Surgery & Endoscopy,93 Wells Road Kingston VIC 3196,3.43
1428,St Helena Secondary College,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,2.18
1429,Stawell Secondary College,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,66.24
1430,Rowville Secondary College,The Valley Private Hospital,535-559 Police Road Monash VIC 3170,1.67
1431,Wonthaggi Secondary College,Peninsula Private Hospital,525 Mcclelland Drive Frankston VIC 3910,38.93
1432,Sandringham College,Linacre Private Hospital,12-16 Linacre Road Bayside VIC 3188,1.44
1433,Fitzroy High School,Darebin Endoscopy Services,42 Station Street Darebin VIC 3078,1.67
1434,Ashwood High School,Skin Cancer Day Surgery,19 Cleveland Road Monash VIC 3147,0.27
1435,Mullauna Secondary College,Mitcham Private Hospital,25-27 Thirteenth Road Whitehorse VIC 3132,0.32
1436,Leongatha Secondary College,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,30.79
1437,Diamond Valley College,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,3.97
1438,Blackburn English Language School,Bellbird Private Hospital,198 Canterbury Road Whitehorse VIC 3130,1.11
1439,Collingwood English Language School,East Melbourne Specialist Day Hospital,23 Clarendon Street Melbourne VIC 3002,0.15
1440,Noble Park English Language School,Noble Park Endoscopy Centre,1304 Heatherton Road Heatherton VIC 3174,0.69
1441,Greensborough Secondary College,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,0.92
1442,Ararat Secondary College,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,53.06
1443,Mill Park Secondary College,Northpark Private Hospital,10 Greenhills Road Whittlesea VIC 3083,1.87
1444,Bacchus Marsh College,Ballan District Health & Care,33 Cowie Street Moorabool VIC 3342,12.99
1445,The Grange P-12 College,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,1.36
1446,Springside West Secondary College,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,2.3
1447,Taylors Lakes Secondary College,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,2.19
1448,Sunshine College,Dr Scope,493 Ballarat Road Brimbank VIC 3020,0.89
1449,Wallan Secondary College,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,16.05
1450,Thornbury High School,North Eastern Rehabilitation Centre,134-146 Ford Street Banyule VIC 3079,0.58
1451,Portland Secondary College,South West Regional Cancer Centre,26 Ryot Street Warrnambool VIC 3280,47.76
1452,Copperfield College,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,1.73
1453,Bayside P-12 College,Altona Endoscopy Centre,3-5 Sargood Street Sargood VIC 3018,3.21
1454,South Oakleigh Secondary College,Melbourne Endoscopy Monash Day Procedure Centre,277-279 Clayton Road Monash VIC 3168,1.66
1455,Swan Hill College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,106.07
1456,Traralgon College,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,5.72
1457,Mornington Secondary College,Beleura Private Hospital,925 Nepean Highway Nepean VIC 3931,0.75
1458,Essendon Keilor College,The Essendon Private Hospital,35 Rosehill Road Rosehill VIC 3040,1.05
1459,Brunswick Secondary College,John Fawkner Private Hospital,275 Moreland Road Moreland VIC 3058,1.14
1460,Glen Waverley Secondary College,The Glen Endoscopy Centre,302 Springvale Road Monash VIC 3150,0.48
1461,Monterey Secondary College,Bayside Day Procedure and Specialist Centre,141 Cranbourne Road Frankston VIC 3199,1.54
1462,Warrnambool College,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,1.17
1463,Viewbank College,Heidelberg Endoscopy and Day Surgery Centre,177-179 Northern Road Banyule VIC 3081,1.62
1464,Noble Park Secondary College,Noble Park Endoscopy Centre,1304 Heatherton Road Heatherton VIC 3174,0.45
1465,Baimbridge College,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,50.77
1466,Yarra Hills Secondary College,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,2.02
1467,Heathmont College,Knox Private Hospital,262 Mountain Highway Knox VIC 3152,0.76
1468,Horsham College,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,107.47
1469,Melbourne Girls College,Epworth Hawthorn,46-52 Burwood Road Boroondara VIC 3122,0.47
1470,Western Heights Secondary College,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,2.49
1471,Lowanna College,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,7.69
1472,Templestowe College,Manningham Day Procedure Centre,503/200 High Street Manningham VIC 3107,0.55
1473,Castlemaine Secondary College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,21.89
1474,Warragul Regional College,Neerim District Health Service,29-39 Church Road Church VIC 3831,9.99
1475,Mount Rowan Secondary College,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,1.48
1476,Charlton College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,60.57
1477,Wycheproof P-12 College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,74.49
1478,Birchip P-12 School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,92.48
1479,Nhill College,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,146.32
1480,Sale College,Heyfield Hospital Incorporated,14-16 Licola Road Wellington VIC 3858,17.99
1481,McClelland Secondary College,St John of God Frankston Rehabilitation Hospital,251-265 Cranbourne Road Frankston VIC 3199,0.47
1482,Western English Language School,Dr Scope,493 Ballarat Road Brimbank VIC 3020,1.49
1483,Narre Warren South P-12 College,The Hampton Park Women's Health Care Centre,4 Warana Drive Casey VIC 3976,1.55
1484,Lara Secondary College,Specialist Surgicentre Geelong,200 Malop Street Malop VIC 3220,9.36
1485,Kaniva College,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,153.04
1486,Corryong College,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,57.97
1487,Maryborough Education Centre,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,34.89
1488,The Lakes South Morang College,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,3.79
1489,Point Cook Senior Secondary College,Wyndham Clinic,242A Hoppers Lane Wyndham VIC 3030,1.75
1490,Manor Lakes P-12 College,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,4.27
1491,Coburg High School,Coburg Endoscopy Centre,15 Munro Street Moreland VIC 3058,0.53
1492,Wodonga Middle Years College,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,0.97
1493,Mount Ridley P-12 College,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,6.73
1494,Tarneit Senior College,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,3.04
1495,Echuca College,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,40.99
1496,John Monash Science School,Sir John Monash Private Hospital,212-220 Clayton Road Monash VIC 3168,0.48
1497,Altona College,Altona Endoscopy Centre,3-5 Sargood Street Sargood VIC 3018,0.76
1498,Dandenong High School,The Digestive Health Centre,90 David Street David VIC 3175,0.42
1499,Bass Coast Specialist School,Peninsula Private Hospital,525 Mcclelland Drive Frankston VIC 3910,38.83
1500,Laverton P-12 College,Altona Endoscopy Centre,3-5 Sargood Street Sargood VIC 3018,3.19
1501,Hume Central Secondary College,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,3.43
1502,Colac Secondary College,Epworth Geelong,1 Epworth Place Epworth VIC 3216,40.35
1503,Nossal High School,Hyperbaric Health Wound Centre Berwick,3 Gibb Street Casey VIC 3806,0.52
1504,Suzanne Cory High School,Wyndham Clinic,242A Hoppers Lane Wyndham VIC 3030,0.47
1505,Keysborough Secondary College,Windsor Avenue Day Surgery,17 Windsor Avenue Windsor VIC 3171,1.22
1506,Hallam Senior Secondary College,The Hampton Park Women's Health Care Centre,4 Warana Drive Casey VIC 3976,2.2
1507,Gleneagles Secondary College,Dandenong Eye Clinic & Day Surgery Centre,1-3 Falkiner Crescent Falkiner VIC 3175,2.91
1508,Fountain Gate Secondary College,Casey Day Procedure and Specialist Centre,30-32 Verdun Drive Casey VIC 3805,1.65
1509,Balmoral K-12 Community College,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,85.75
1510,Myrtleford P-12 College,Wangaratta Private Hospital,134-150 Templeton Street Wangaratta VIC 3677,26.86
1511,Alkira Secondary College,Casey Radiation Oncology Centre,2/55 Kangan Drive Casey VIC 3806,2.77
1512,Somerville Secondary College,Peninsula Private Hospital,525 Mcclelland Drive Frankston VIC 3910,4.79
1513,Tarneit Rise Primary School,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,2.95
1514,Boort District P-12 School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,53.91
1515,Yarrawonga College P-12,Wangaratta Private Hospital,134-150 Templeton Street Wangaratta VIC 3677,28.33
1516,Seymour College,Nagambie HealthCare,22 Church Street Strathbogie VIC 3608,17.17
1517,Merbein P-10 College,Mildura Base Hospital,216-240 Ontario Avenue Mildura VIC 3500,4.25
1518,Albert Park College,Albert Road Clinic,31-33 Albert Road Albert VIC 3004,1.54
1519,Charles La Trobe P-12 College,Heidelberg Endoscopy and Day Surgery Centre,177-179 Northern Road Banyule VIC 3081,0.13
1520,Victoria University Secondary College,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,0.43
1521,Swifts Creek P-12 School,Heyfield Hospital Incorporated,14-16 Licola Road Wellington VIC 3858,71.12
1522,Glenroy Secondary College,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,1.77
1523,John Fawkner Secondary College,Reservoir Private Hospital Day Procedure Centre,73-75 Pine Street Darebin VIC 3073,1.77
1524,William Ruthven Secondary College,Reservoir Private Hospital Day Procedure Centre,73-75 Pine Street Darebin VIC 3073,1.47
1525,Mernda Central P-12 College,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,5.34
1526,Cranbourne East Secondary College,Casey Radiation Oncology Centre,2/55 Kangan Drive Casey VIC 3806,4.64
1527,Featherbrook P-9 College,Wyndham Clinic,242A Hoppers Lane Wyndham VIC 3030,1.76
1528,Phoenix P-12 Community College,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,2.15
1529,Northern Bay P-12 College,Specialist Surgicentre Geelong,200 Malop Street Malop VIC 3220,4.91
1530,Surf Coast Secondary College,Epworth Geelong,1 Epworth Place Epworth VIC 3216,7.65
1531,Hopetoun P-12 College,Mildura Base Hospital,216-240 Ontario Avenue Mildura VIC 3500,107.55
1532,Doveton College,Dandenong Eye Clinic & Day Surgery Centre,1-3 Falkiner Crescent Falkiner VIC 3175,1.51
1533,Officer Secondary College,Casey Radiation Oncology Centre,2/55 Kangan Drive Casey VIC 3806,4.03
1534,Brookside P-9 College,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,2.32
1535,Creekside K-9 College,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,2.36
1536,Lakeview Senior College,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,2.32
1537,Springside Primary School,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,1.65
1538,Melba Secondary College,Ringwood Private Hospital,36 Mcclelland Road Maroondah VIC 3135,1.48
1539,Boronia K-12 College,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,1.38
1540,Tarneit P-9 College,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,2.76
1541,Benalla P-12 College,Wangaratta Private Hospital,134-150 Templeton Street Wangaratta VIC 3677,23.97
1542,Parkville College,Diaverum North Melbourne Dialysis Clinic,185 Boundary Road Melbourne VIC 3051,0.91
1543,Wesley College,Vision Laser St Kilda Road,600-602 Whitehorse Road Whitehorse VIC 3004,0.16
1544,Korowa Anglican Girls' School,Malvern Private Hospital,3-9 Bryson Crescent Stonnington VIC 3145,0.52
1545,Parade College,Northpark Private Hospital,10 Greenhills Road Whittlesea VIC 3083,0.29
1546,Simonds Catholic College,Frances Perry House,20 Flemington Road Melbourne VIC 3052,0.49
1547,Christian Brothers' College St Kilda,Windsor Private Hospital,20-22 Melton  Stonnington VIC 3181,0.23
1548,St Patrick's College Ballarat,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,0.89
1549,St Patrick's School,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,0.48
1550,St Alipius' Parish School,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,1.48
1551,Emmanuel College Inc.,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,0.11
1552,Loreto College,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,1.22
1553,St Mary's School,Euroa Health Inc,36 Kennedy Street Strathbogie VIC 3666,35.37
1554,Sacred Heart School,Vision Day Surgery Footscray,89 Paisley Street Maribyrnong VIC 3011,2.83
1555,St Mary's School,Altona Endoscopy Centre,3-5 Sargood Street Sargood VIC 3018,3.98
1556,Ruyton Girls' School,Cotham Private Hospital,209 Cotham Road Boroondara VIC 3101,0.53
1557,Caulfield Grammar School,Masada Private Hospital,24-48 Balaclava Road Balaclava VIC 3183,0.53
1558,St Michael's School,Diaverum North Melbourne Dialysis Clinic,185 Boundary Road Melbourne VIC 3051,0.47
1559,St Patrick's School,Wangaratta Private Hospital,134-150 Templeton Street Wangaratta VIC 3677,0.73
1560,Presentation College Windsor,Windsor Private Hospital,20-22 Melton  Stonnington VIC 3181,0.21
1561,St Mary's School,Windsor Private Hospital,20-22 Melton  Stonnington VIC 3181,0.2
1562,Assumption College,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,22.1
1563,St Brendan's School,Diaverum North Melbourne Dialysis Clinic,185 Boundary Road Melbourne VIC 3051,0.53
1564,Catherine McAuley College,St John of God Bendigo Hospital,133-145 Lily Street Lily VIC 3550,0.79
1565,Highview College,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,34.0
1566,St Augustine's School,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,34.11
1567,St Mary's School,Heyfield Hospital Incorporated,14-16 Licola Road Wellington VIC 3858,44.81
1568,St Aloysius' School,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,1.52
1569,St Joseph's School,Glenferrie Private Hospital,29 Hilda Crescent Boroondara VIC 3122,0.52
1570,Sacre Coeur,Malvern Private Hospital,3-9 Bryson Crescent Stonnington VIC 3145,0.63
1571,St Joseph's School,Darebin Endoscopy Services,42 Station Street Darebin VIC 3078,1.23
1572,Sacred Heart School,Panch Day Surgery Centre,84-90 Hotham Street Darebin VIC 3072,0.26
1573,Sacred Heart School,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,1.85
1574,St Michael's School,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,6.46
1575,St Brendan's School,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,1.08
1576,St Mary's College,Nagambie HealthCare,22 Church Street Strathbogie VIC 3608,16.48
1577,St Mary's School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,75.87
1578,St Mary's Primary School,Heyfield Hospital Incorporated,14-16 Licola Road Wellington VIC 3858,17.78
1579,St Patrick's Primary School,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,22.21
1580,St Brigid's School,Ballan District Health & Care,33 Cowie Street Moorabool VIC 3342,0.34
1581,St Patrick's School,Ballan District Health & Care,33 Cowie Street Moorabool VIC 3342,7.34
1582,St Mary's School,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,20.78
1583,St Augustine's School,Ballarat Surgicentre,5-9 Wood Street Ballarat VIC 3350,8.21
1584,Tarrington Lutheran School,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,46.71
1585,St Monica's School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,2.41
1586,St Joseph's School,Wangaratta Private Hospital,134-150 Templeton Street Wangaratta VIC 3677,23.54
1587,St Brendan's Primary School,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,6.9
1588,Sacred Heart College,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,0.97
1589,St Patrick's School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,57.22
1590,St Joseph's College Mildura,Mildura Health Private Hospital,220-228 Thirteenth Street Mildura VIC 3500,0.54
1591,Star of the Sea College,Mandometer Brighton,412-414 Bay Street Bayside VIC 3186,0.91
1592,St James' School,Mandometer Brighton,412-414 Bay Street Bayside VIC 3186,0.82
1593,St Peter's School,Holmesglen Private Hospital,488-490 South Road Kingston VIC 3189,1.42
1594,Methodist Ladies' College,Glenferrie Private Hospital,29 Hilda Crescent Boroondara VIC 3122,0.56
1595,St Liborius' School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,2.66
1596,Damascus College,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,3.93
1597,Ballarat Clarendon College,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,0.78
1598,St Mary's School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,20.95
1599,Sacred Heart College,Ballan District Health & Care,33 Cowie Street Moorabool VIC 3342,27.18
1600,St Ambrose's School,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,19.48
1601,St Joseph's School,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,60.91
1602,Sacred Heart School,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,11.8
